,news_media,positive,neutral,negative,compound,create_date,tweets_ago
24,fox,0.047,0.858,0.094,-0.2732,2018-08-04 03:01:15+00:00,-24
25,fox,0.187,0.813,0.0,0.3182,2018-08-04 03:00:55+00:00,-25
26,fox,0.234,0.766,0.0,0.6705,2018-08-04 03:00:48+00:00,-26
27,fox,0.225,0.775,0.0,0.4404,2018-08-04 02:43:00+00:00,-27
28,fox,0.0,0.632,0.368,-0.8714,2018-08-04 02:42:39+00:00,-28
29,fox,0.259,0.741,0.0,0.4215,2018-08-04 02:42:17+00:00,-29
30,fox,0.0,1.0,0.0,0.0,2018-08-04 02:41:59+00:00,-30
31,fox,0.127,0.873,0.0,0.4404,2018-08-04 02:41:51+00:00,-31
32,fox,0.12,0.73,0.15,-0.1779,2018-08-03 08:49:38+00:00,-32
33,fox,0.0,0.637,0.363,-0.886,2018-08-03 08:20:43+00:00,-33
34,fox,0.346,0.654,0.0,0.8398,2018-08-03 07:24:56+00:00,-34
35,fox,0.0,1.0,0.0,0.0,2018-08-03 07:21:15+00:00,-35
36,fox,0.0,1.0,0.0,0.0,2018-08-02 04:10:03+00:00,-36
37,fox,0.524,0.476,0.0,0.7644,2018-08-01 22:42:57+00:00,-37
38,fox,0.282,0.718,0.0,0.7702,2018-08-01 21:37:21+00:00,-38
39,fox,0.0,1.0,0.0,0.0,2018-08-01 06:18:32+00:00,-39
40,fox,0.482,0.518,0.0,0.4199,2018-08-01 06:16:28+00:00,-40
41,fox,0.163,0.773,0.064,0.4926,2018-08-01 06:13:13+00:00,-41
42,fox,0.206,0.721,0.072,0.5187,2018-08-01 06:12:58+00:00,-42
43,fox,0.157,0.843,0.0,0.4215,2018-08-01 02:35:19+00:00,-43
44,fox,0.203,0.551,0.246,-0.25,2018-08-01 02:32:40+00:00,-44
45,fox,0.0,0.577,0.423,-0.296,2018-08-01 02:18:01+00:00,-45
46,fox,0.0,1.0,0.0,0.0,2018-08-01 02:03:31+00:00,-46
47,fox,0.419,0.581,0.0,0.5574,2018-08-01 01:53:15+00:00,-47
48,fox,0.358,0.642,0.0,0.4199,2018-07-31 23:27:35+00:00,-48
49,fox,0.0,0.881,0.119,-0.4019,2018-07-31 22:58:07+00:00,-49
50,fox,0.222,0.778,0.0,0.6924,2018-07-19 22:21:10+00:00,-50
51,fox,0.0,1.0,0.0,0.0,2018-07-11 21:30:06+00:00,-51
52,fox,0.144,0.856,0.0,0.4926,2018-07-09 23:35:49+00:00,-52
53,fox,0.412,0.147,0.441,-0.0516,2018-07-09 20:12:02+00:00,-53
54,fox,0.48,0.52,0.0,0.5707,2018-07-09 19:43:29+00:00,-54
55,fox,0.592,0.408,0.0,0.4404,2018-07-09 19:43:13+00:00,-55
56,fox,0.507,0.493,0.0,0.4738,2018-07-09 19:43:04+00:00,-56
57,fox,0.0,1.0,0.0,0.0,2018-07-09 19:42:56+00:00,-57
58,fox,0.712,0.288,0.0,0.8718,2018-07-09 19:42:42+00:00,-58
59,fox,0.455,0.545,0.0,0.3612,2018-07-09 19:42:27+00:00,-59
60,fox,0.615,0.385,0.0,0.4926,2018-07-09 19:42:10+00:00,-60
61,fox,0.297,0.532,0.17,0.2942,2018-07-09 19:41:56+00:00,-61
62,fox,0.072,0.773,0.155,-0.2075,2018-07-09 17:17:20+00:00,-62
63,fox,0.592,0.408,0.0,0.4404,2018-07-09 17:06:00+00:00,-63
64,fox,0.329,0.671,0.0,0.6588,2018-07-09 13:04:47+00:00,-64
65,fox,0.0,1.0,0.0,0.0,2018-07-09 13:00:00+00:00,-65
66,fox,0.187,0.813,0.0,0.5574,2018-07-09 12:42:20+00:00,-66
67,fox,0.0,0.629,0.371,-0.7096,2018-07-09 08:03:22+00:00,-67
68,fox,0.163,0.837,0.0,0.5106,2018-07-08 19:48:49+00:00,-68
69,fox,0.0,1.0,0.0,0.0,2018-07-08 19:48:11+00:00,-69
70,fox,0.0,0.85,0.15,-0.4576,2018-07-08 19:45:15+00:00,-70
71,fox,0.0,0.9,0.1,-0.25,2018-07-08 19:06:16+00:00,-71
72,fox,0.193,0.807,0.0,0.555,2018-07-08 17:39:19+00:00,-72
73,fox,0.067,0.933,0.0,0.0772,2018-07-08 17:37:47+00:00,-73
74,fox,0.346,0.334,0.32,0.5499,2018-07-08 17:34:51+00:00,-74
75,fox,0.0,1.0,0.0,0.0,2018-07-07 15:23:42+00:00,-75
76,fox,0.209,0.791,0.0,0.6476,2018-07-06 23:22:17+00:00,-76
77,fox,0.0,1.0,0.0,0.0,2018-07-06 23:06:03+00:00,-77
78,fox,0.363,0.637,0.0,0.8126,2018-07-05 07:54:19+00:00,-78
79,fox,0.0,0.9,0.1,-0.2755,2018-07-05 00:18:14+00:00,-79
80,fox,0.135,0.865,0.0,0.3818,2018-07-04 00:40:38+00:00,-80
81,fox,0.246,0.599,0.156,0.3612,2018-07-04 00:15:15+00:00,-81
82,fox,0.559,0.441,0.0,0.8221,2018-07-04 00:11:33+00:00,-82
83,fox,0.742,0.258,0.0,0.8883,2018-07-04 00:09:55+00:00,-83
84,fox,0.12,0.72,0.16,0.0459,2018-07-04 00:08:19+00:00,-84
85,fox,0.0,0.93,0.07,-0.128,2018-07-03 23:57:36+00:00,-85
86,fox,0.072,0.84,0.088,-0.1027,2018-07-03 09:45:32+00:00,-86
87,fox,0.483,0.517,0.0,0.4215,2018-07-03 09:44:18+00:00,-87
88,fox,0.29,0.637,0.073,0.5267,2018-07-03 09:06:17+00:00,-88
89,fox,0.095,0.644,0.261,-0.5267,2018-07-03 09:03:13+00:00,-89
90,fox,0.0,0.898,0.102,-0.3612,2018-07-03 08:32:36+00:00,-90
91,fox,0.0,1.0,0.0,0.0,2018-07-03 08:28:42+00:00,-91
92,fox,0.0,0.843,0.157,-0.6249,2018-07-03 08:27:09+00:00,-92
93,fox,0.0,1.0,0.0,0.0,2018-07-03 08:24:21+00:00,-93
94,fox,0.146,0.854,0.0,0.4404,2018-07-03 08:22:45+00:00,-94
95,fox,0.109,0.783,0.109,0.0,2018-07-03 08:20:22+00:00,-95
96,fox,0.294,0.706,0.0,0.7397,2018-07-03 08:05:37+00:00,-96
97,fox,0.211,0.789,0.0,0.7717,2018-07-03 04:49:02+00:00,-97
98,fox,0.114,0.783,0.103,0.0701,2018-07-03 04:32:54+00:00,-98
99,fox,0.155,0.792,0.053,0.5719,2018-07-03 04:32:32+00:00,-99
0,nytimes,0.0,0.866,0.134,-0.5267,2018-08-13 18:00:15+00:00,0
1,nytimes,0.0,0.904,0.096,-0.228,2018-08-13 17:45:07+00:00,-1
2,nytimes,0.0,1.0,0.0,0.0,2018-08-13 17:30:09+00:00,-2
3,nytimes,0.121,0.726,0.153,0.0516,2018-08-13 17:15:08+00:00,-3
4,nytimes,0.0,1.0,0.0,0.0,2018-08-13 17:00:11+00:00,-4
5,nytimes,0.108,0.892,0.0,0.3182,2018-08-13 16:45:12+00:00,-5
6,nytimes,0.119,0.881,0.0,0.2235,2018-08-13 16:30:04+00:00,-6
7,nytimes,0.108,0.892,0.0,0.3919,2018-08-13 16:15:10+00:00,-7
8,nytimes,0.0,0.89,0.11,-0.3818,2018-08-13 16:00:11+00:00,-8
9,nytimes,0.0,1.0,0.0,0.0,2018-08-13 15:45:05+00:00,-9
10,nytimes,0.174,0.725,0.101,0.3612,2018-08-13 15:40:05+00:00,-10
11,nytimes,0.0,0.841,0.159,-0.5574,2018-08-13 15:26:06+00:00,-11
12,nytimes,0.355,0.645,0.0,0.6705,2018-08-13 15:15:14+00:00,-12
13,nytimes,0.0,0.741,0.259,-0.7906,2018-08-13 15:08:02+00:00,-13
14,nytimes,0.0,1.0,0.0,0.0,2018-08-13 15:00:10+00:00,-14
15,nytimes,0.0,1.0,0.0,0.0,2018-08-13 14:45:06+00:00,-15
16,nytimes,0.291,0.583,0.126,0.5267,2018-08-13 14:29:03+00:00,-16
17,nytimes,0.0,0.87,0.13,-0.4019,2018-08-13 14:14:03+00:00,-17
18,nytimes,0.177,0.823,0.0,0.4767,2018-08-13 14:00:06+00:00,-18
19,nytimes,0.133,0.667,0.2,-0.1531,2018-08-13 13:44:08+00:00,-19
20,nytimes,0.0,0.9,0.1,-0.2732,2018-08-13 13:30:10+00:00,-20
21,nytimes,0.0,1.0,0.0,0.0,2018-08-13 13:17:03+00:00,-21
22,nytimes,0.0,1.0,0.0,0.0,2018-08-13 13:00:27+00:00,-22
23,nytimes,0.0,1.0,0.0,0.0,2018-08-13 12:44:01+00:00,-23
24,nytimes,0.138,0.714,0.148,-0.0516,2018-08-13 12:29:07+00:00,-24
25,nytimes,0.188,0.812,0.0,0.5719,2018-08-13 12:15:09+00:00,-25
26,nytimes,0.0,1.0,0.0,0.0,2018-08-13 12:00:06+00:00,-26
27,nytimes,0.094,0.781,0.125,-0.2023,2018-08-13 11:46:00+00:00,-27
28,nytimes,0.1,0.9,0.0,0.2732,2018-08-13 11:31:03+00:00,-28
29,nytimes,0.0,1.0,0.0,0.0,2018-08-13 11:16:04+00:00,-29
30,nytimes,0.08,0.8,0.12,-0.2263,2018-08-13 11:00:07+00:00,-30
31,nytimes,0.127,0.786,0.087,0.2263,2018-08-13 10:49:07+00:00,-31
32,nytimes,0.0,0.87,0.13,-0.4019,2018-08-13 10:42:02+00:00,-32
33,nytimes,0.0,1.0,0.0,0.0,2018-08-13 10:31:03+00:00,-33
34,nytimes,0.0,0.888,0.112,-0.34,2018-08-13 10:18:03+00:00,-34
35,nytimes,0.0,1.0,0.0,0.0,2018-08-13 10:03:06+00:00,-35
36,nytimes,0.274,0.726,0.0,0.7783,2018-08-13 09:44:03+00:00,-36
37,nytimes,0.0,0.751,0.249,-0.7425,2018-08-13 09:30:05+00:00,-37
38,nytimes,0.108,0.892,0.0,0.3182,2018-08-13 09:14:04+00:00,-38
39,nytimes,0.0,1.0,0.0,0.0,2018-08-13 09:00:08+00:00,-39
40,nytimes,0.218,0.69,0.092,0.5106,2018-08-13 08:44:02+00:00,-40
41,nytimes,0.0,0.645,0.355,-0.7717,2018-08-13 08:31:05+00:00,-41
42,nytimes,0.0,0.735,0.265,-0.6597,2018-08-13 08:16:01+00:00,-42
43,nytimes,0.0,0.902,0.098,-0.34,2018-08-13 08:00:09+00:00,-43
44,nytimes,0.0,0.85,0.15,-0.4588,2018-08-13 07:44:03+00:00,-44
45,nytimes,0.174,0.712,0.114,0.1761,2018-08-13 07:30:02+00:00,-45
46,nytimes,0.0,1.0,0.0,0.0,2018-08-13 07:05:01+00:00,-46
47,nytimes,0.0,1.0,0.0,0.0,2018-08-13 06:58:51+00:00,-47
48,nytimes,0.0,1.0,0.0,0.0,2018-08-13 06:41:56+00:00,-48
49,nytimes,0.075,0.699,0.226,-0.4215,2018-08-13 06:25:07+00:00,-49
50,nytimes,0.0,0.891,0.109,-0.296,2018-08-13 05:58:11+00:00,-50
51,nytimes,0.0,0.798,0.202,-0.6486,2018-08-13 05:41:30+00:00,-51
52,nytimes,0.0,1.0,0.0,0.0,2018-08-13 05:25:04+00:00,-52
53,nytimes,0.0,0.772,0.228,-0.7351,2018-08-13 05:10:08+00:00,-53
54,nytimes,0.0,0.829,0.171,-0.5423,2018-08-13 04:55:05+00:00,-54
55,nytimes,0.0,0.703,0.297,-0.5859,2018-08-13 04:45:04+00:00,-55
56,nytimes,0.111,0.889,0.0,0.3612,2018-08-13 04:25:04+00:00,-56
57,nytimes,0.0,0.824,0.176,-0.6908,2018-08-13 03:55:05+00:00,-57
58,nytimes,0.111,0.889,0.0,0.3612,2018-08-13 03:33:06+00:00,-58
59,nytimes,0.0,1.0,0.0,0.0,2018-08-13 03:13:17+00:00,-59
60,nytimes,0.066,0.664,0.27,-0.7351,2018-08-13 02:56:23+00:00,-60
61,nytimes,0.128,0.872,0.0,0.3612,2018-08-13 02:40:11+00:00,-61
62,nytimes,0.0,0.907,0.093,-0.1901,2018-08-13 02:22:43+00:00,-62
63,nytimes,0.0,1.0,0.0,0.0,2018-08-13 02:04:13+00:00,-63
64,nytimes,0.208,0.792,0.0,0.6369,2018-08-13 01:57:46+00:00,-64
65,nytimes,0.227,0.773,0.0,0.5709,2018-08-13 01:40:05+00:00,-65
66,nytimes,0.0,1.0,0.0,0.0,2018-08-13 01:21:55+00:00,-66
67,nytimes,0.0,1.0,0.0,0.0,2018-08-13 01:05:27+00:00,-67
68,nytimes,0.145,0.606,0.248,-0.4019,2018-08-13 00:49:01+00:00,-68
69,nytimes,0.0,0.814,0.186,-0.6249,2018-08-13 00:40:01+00:00,-69
70,nytimes,0.0,1.0,0.0,0.0,2018-08-13 00:21:13+00:00,-70
71,nytimes,0.215,0.785,0.0,0.743,2018-08-13 00:13:02+00:00,-71
72,nytimes,0.0,0.759,0.241,-0.2263,2018-08-12 23:55:32+00:00,-72
73,nytimes,0.0,1.0,0.0,0.0,2018-08-12 23:47:44+00:00,-73
74,nytimes,0.231,0.769,0.0,0.5106,2018-08-12 23:44:02+00:00,-74
75,nytimes,0.401,0.599,0.0,0.7717,2018-08-12 23:25:32+00:00,-75
76,nytimes,0.355,0.645,0.0,0.765,2018-08-12 23:09:50+00:00,-76
77,nytimes,0.0,1.0,0.0,0.0,2018-08-12 23:06:47+00:00,-77
78,nytimes,0.0,0.87,0.13,-0.34,2018-08-12 22:54:02+00:00,-78
79,nytimes,0.0,0.892,0.108,-0.3716,2018-08-12 22:42:06+00:00,-79
80,nytimes,0.0,0.809,0.191,-0.6705,2018-08-12 22:32:06+00:00,-80
81,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:22:05+00:00,-81
82,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:21:09+00:00,-82
83,nytimes,0.0,0.843,0.157,-0.4215,2018-08-12 22:10:06+00:00,-83
84,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:08:03+00:00,-84
85,nytimes,0.131,0.706,0.162,-0.1581,2018-08-12 21:55:07+00:00,-85
86,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:40:06+00:00,-86
87,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:28:41+00:00,-87
88,nytimes,0.0,0.602,0.398,-0.891,2018-08-12 21:25:11+00:00,-88
89,nytimes,0.078,0.7,0.222,-0.5719,2018-08-12 21:23:07+00:00,-89
90,nytimes,0.0,0.8,0.2,-0.6705,2018-08-12 21:20:45+00:00,-90
91,nytimes,0.119,0.881,0.0,0.4019,2018-08-12 21:18:05+00:00,-91
92,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:15:39+00:00,-92
93,nytimes,0.273,0.727,0.0,0.7184,2018-08-12 21:13:50+00:00,-93
94,nytimes,0.126,0.769,0.105,0.128,2018-08-12 21:10:05+00:00,-94
95,nytimes,0.218,0.69,0.092,0.5106,2018-08-12 20:55:05+00:00,-95
96,nytimes,0.0,1.0,0.0,0.0,2018-08-12 20:39:19+00:00,-96
97,nytimes,0.146,0.854,0.0,0.5574,2018-08-12 20:30:51+00:00,-97
98,nytimes,0.0,0.717,0.283,-0.8255,2018-08-12 20:12:27+00:00,-98
99,nytimes,0.0,1.0,0.0,0.0,2018-08-12 19:55:04+00:00,-99
0,nytimes,0.0,0.866,0.134,-0.5267,2018-08-13 18:00:15+00:00,0
1,nytimes,0.0,0.904,0.096,-0.228,2018-08-13 17:45:07+00:00,-1
2,nytimes,0.0,1.0,0.0,0.0,2018-08-13 17:30:09+00:00,-2
3,nytimes,0.121,0.726,0.153,0.0516,2018-08-13 17:15:08+00:00,-3
4,nytimes,0.0,1.0,0.0,0.0,2018-08-13 17:00:11+00:00,-4
5,nytimes,0.108,0.892,0.0,0.3182,2018-08-13 16:45:12+00:00,-5
6,nytimes,0.119,0.881,0.0,0.2235,2018-08-13 16:30:04+00:00,-6
7,nytimes,0.108,0.892,0.0,0.3919,2018-08-13 16:15:10+00:00,-7
8,nytimes,0.0,0.89,0.11,-0.3818,2018-08-13 16:00:11+00:00,-8
9,nytimes,0.0,1.0,0.0,0.0,2018-08-13 15:45:05+00:00,-9
10,nytimes,0.174,0.725,0.101,0.3612,2018-08-13 15:40:05+00:00,-10
11,nytimes,0.0,0.841,0.159,-0.5574,2018-08-13 15:26:06+00:00,-11
12,nytimes,0.355,0.645,0.0,0.6705,2018-08-13 15:15:14+00:00,-12
13,nytimes,0.0,0.741,0.259,-0.7906,2018-08-13 15:08:02+00:00,-13
14,nytimes,0.0,1.0,0.0,0.0,2018-08-13 15:00:10+00:00,-14
15,nytimes,0.0,1.0,0.0,0.0,2018-08-13 14:45:06+00:00,-15
16,nytimes,0.291,0.583,0.126,0.5267,2018-08-13 14:29:03+00:00,-16
17,nytimes,0.0,0.87,0.13,-0.4019,2018-08-13 14:14:03+00:00,-17
18,nytimes,0.177,0.823,0.0,0.4767,2018-08-13 14:00:06+00:00,-18
19,nytimes,0.133,0.667,0.2,-0.1531,2018-08-13 13:44:08+00:00,-19
20,nytimes,0.0,0.9,0.1,-0.2732,2018-08-13 13:30:10+00:00,-20
21,nytimes,0.0,1.0,0.0,0.0,2018-08-13 13:17:03+00:00,-21
22,nytimes,0.0,1.0,0.0,0.0,2018-08-13 13:00:27+00:00,-22
23,nytimes,0.0,1.0,0.0,0.0,2018-08-13 12:44:01+00:00,-23
24,nytimes,0.138,0.714,0.148,-0.0516,2018-08-13 12:29:07+00:00,-24
25,nytimes,0.188,0.812,0.0,0.5719,2018-08-13 12:15:09+00:00,-25
26,nytimes,0.0,1.0,0.0,0.0,2018-08-13 12:00:06+00:00,-26
27,nytimes,0.094,0.781,0.125,-0.2023,2018-08-13 11:46:00+00:00,-27
28,nytimes,0.1,0.9,0.0,0.2732,2018-08-13 11:31:03+00:00,-28
29,nytimes,0.0,1.0,0.0,0.0,2018-08-13 11:16:04+00:00,-29
30,nytimes,0.08,0.8,0.12,-0.2263,2018-08-13 11:00:07+00:00,-30
31,nytimes,0.127,0.786,0.087,0.2263,2018-08-13 10:49:07+00:00,-31
32,nytimes,0.0,0.87,0.13,-0.4019,2018-08-13 10:42:02+00:00,-32
33,nytimes,0.0,1.0,0.0,0.0,2018-08-13 10:31:03+00:00,-33
34,nytimes,0.0,0.888,0.112,-0.34,2018-08-13 10:18:03+00:00,-34
35,nytimes,0.0,1.0,0.0,0.0,2018-08-13 10:03:06+00:00,-35
36,nytimes,0.274,0.726,0.0,0.7783,2018-08-13 09:44:03+00:00,-36
37,nytimes,0.0,0.751,0.249,-0.7425,2018-08-13 09:30:05+00:00,-37
38,nytimes,0.108,0.892,0.0,0.3182,2018-08-13 09:14:04+00:00,-38
39,nytimes,0.0,1.0,0.0,0.0,2018-08-13 09:00:08+00:00,-39
40,nytimes,0.218,0.69,0.092,0.5106,2018-08-13 08:44:02+00:00,-40
41,nytimes,0.0,0.645,0.355,-0.7717,2018-08-13 08:31:05+00:00,-41
42,nytimes,0.0,0.735,0.265,-0.6597,2018-08-13 08:16:01+00:00,-42
43,nytimes,0.0,0.902,0.098,-0.34,2018-08-13 08:00:09+00:00,-43
44,nytimes,0.0,0.85,0.15,-0.4588,2018-08-13 07:44:03+00:00,-44
45,nytimes,0.174,0.712,0.114,0.1761,2018-08-13 07:30:02+00:00,-45
46,nytimes,0.0,1.0,0.0,0.0,2018-08-13 07:05:01+00:00,-46
47,nytimes,0.0,1.0,0.0,0.0,2018-08-13 06:58:51+00:00,-47
48,nytimes,0.0,1.0,0.0,0.0,2018-08-13 06:41:56+00:00,-48
49,nytimes,0.075,0.699,0.226,-0.4215,2018-08-13 06:25:07+00:00,-49
50,nytimes,0.0,0.891,0.109,-0.296,2018-08-13 05:58:11+00:00,-50
51,nytimes,0.0,0.798,0.202,-0.6486,2018-08-13 05:41:30+00:00,-51
52,nytimes,0.0,1.0,0.0,0.0,2018-08-13 05:25:04+00:00,-52
53,nytimes,0.0,0.772,0.228,-0.7351,2018-08-13 05:10:08+00:00,-53
54,nytimes,0.0,0.829,0.171,-0.5423,2018-08-13 04:55:05+00:00,-54
55,nytimes,0.0,0.703,0.297,-0.5859,2018-08-13 04:45:04+00:00,-55
56,nytimes,0.111,0.889,0.0,0.3612,2018-08-13 04:25:04+00:00,-56
57,nytimes,0.0,0.824,0.176,-0.6908,2018-08-13 03:55:05+00:00,-57
58,nytimes,0.111,0.889,0.0,0.3612,2018-08-13 03:33:06+00:00,-58
59,nytimes,0.0,1.0,0.0,0.0,2018-08-13 03:13:17+00:00,-59
60,nytimes,0.066,0.664,0.27,-0.7351,2018-08-13 02:56:23+00:00,-60
61,nytimes,0.128,0.872,0.0,0.3612,2018-08-13 02:40:11+00:00,-61
62,nytimes,0.0,0.907,0.093,-0.1901,2018-08-13 02:22:43+00:00,-62
63,nytimes,0.0,1.0,0.0,0.0,2018-08-13 02:04:13+00:00,-63
64,nytimes,0.208,0.792,0.0,0.6369,2018-08-13 01:57:46+00:00,-64
65,nytimes,0.227,0.773,0.0,0.5709,2018-08-13 01:40:05+00:00,-65
66,nytimes,0.0,1.0,0.0,0.0,2018-08-13 01:21:55+00:00,-66
67,nytimes,0.0,1.0,0.0,0.0,2018-08-13 01:05:27+00:00,-67
68,nytimes,0.145,0.606,0.248,-0.4019,2018-08-13 00:49:01+00:00,-68
69,nytimes,0.0,0.814,0.186,-0.6249,2018-08-13 00:40:01+00:00,-69
70,nytimes,0.0,1.0,0.0,0.0,2018-08-13 00:21:13+00:00,-70
71,nytimes,0.215,0.785,0.0,0.743,2018-08-13 00:13:02+00:00,-71
72,nytimes,0.0,0.759,0.241,-0.2263,2018-08-12 23:55:32+00:00,-72
73,nytimes,0.0,1.0,0.0,0.0,2018-08-12 23:47:44+00:00,-73
74,nytimes,0.231,0.769,0.0,0.5106,2018-08-12 23:44:02+00:00,-74
75,nytimes,0.401,0.599,0.0,0.7717,2018-08-12 23:25:32+00:00,-75
76,nytimes,0.355,0.645,0.0,0.765,2018-08-12 23:09:50+00:00,-76
77,nytimes,0.0,1.0,0.0,0.0,2018-08-12 23:06:47+00:00,-77
78,nytimes,0.0,0.87,0.13,-0.34,2018-08-12 22:54:02+00:00,-78
79,nytimes,0.0,0.892,0.108,-0.3716,2018-08-12 22:42:06+00:00,-79
80,nytimes,0.0,0.809,0.191,-0.6705,2018-08-12 22:32:06+00:00,-80
81,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:22:05+00:00,-81
82,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:21:09+00:00,-82
83,nytimes,0.0,0.843,0.157,-0.4215,2018-08-12 22:10:06+00:00,-83
84,nytimes,0.0,1.0,0.0,0.0,2018-08-12 22:08:03+00:00,-84
85,nytimes,0.131,0.706,0.162,-0.1581,2018-08-12 21:55:07+00:00,-85
86,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:40:06+00:00,-86
87,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:28:41+00:00,-87
88,nytimes,0.0,0.602,0.398,-0.891,2018-08-12 21:25:11+00:00,-88
89,nytimes,0.078,0.7,0.222,-0.5719,2018-08-12 21:23:07+00:00,-89
90,nytimes,0.0,0.8,0.2,-0.6705,2018-08-12 21:20:45+00:00,-90
91,nytimes,0.119,0.881,0.0,0.4019,2018-08-12 21:18:05+00:00,-91
92,nytimes,0.0,1.0,0.0,0.0,2018-08-12 21:15:39+00:00,-92
93,nytimes,0.273,0.727,0.0,0.7184,2018-08-12 21:13:50+00:00,-93
94,nytimes,0.126,0.769,0.105,0.128,2018-08-12 21:10:05+00:00,-94
95,nytimes,0.218,0.69,0.092,0.5106,2018-08-12 20:55:05+00:00,-95
96,nytimes,0.0,1.0,0.0,0.0,2018-08-12 20:39:19+00:00,-96
97,nytimes,0.146,0.854,0.0,0.5574,2018-08-12 20:30:51+00:00,-97
98,nytimes,0.0,0.717,0.283,-0.8255,2018-08-12 20:12:27+00:00,-98
99,nytimes,0.0,1.0,0.0,0.0,2018-08-12 19:55:04+00:00,-99
